# Author : Radia User
# 2nd Order Kick of EPU49 in Helical Mode
# Undulator Length [m]
1.8696
# Number of Horizontal Points
41
# Number of Vertical Points
17
# Horizontal 2nd Order Kick [T2m2]
START
               -2.00000e-002 -1.90000e-002 -1.80000e-002 -1.70000e-002 -1.60000e-002 -1.50000e-002 -1.40000e-002 -1.30000e-002 -1.20000e-002 -1.10000e-002 -1.00000e-002 -9.00000e-003 -8.00000e-003 -7.00000e-003 -6.00000e-003 -5.00000e-003 -4.00000e-003 -3.00000e-003 -2.00000e-003 -1.00000e-003  0.00000e+000  1.00000e-003  2.00000e-003  3.00000e-003  4.00000e-003  5.00000e-003  6.00000e-003  7.00000e-003  8.00000e-003  9.00000e-003  1.00000e-002  1.10000e-002  1.20000e-002  1.30000e-002  1.40000e-002  1.50000e-002  1.60000e-002  1.70000e-002  1.80000e-002  1.90000e-002  2.00000e-002
  4.00000e-003 -1.14853e-004 -1.09286e-004 -1.07142e-004 -1.08344e-004 -1.13003e-004 -1.21292e-004 -1.34380e-004 -1.59556e-004 -2.23415e-004 -3.23445e-004 -4.12930e-004 -5.03931e-004 -6.12379e-004 -7.45976e-004 -9.30529e-004 -1.21754e-003 -1.55273e-003 -1.85080e-003 -1.90770e-003 -1.19291e-003 -5.72909e-007  1.19221e-003  1.90753e-003  1.85072e-003  1.55270e-003  1.21752e-003  9.30510e-004  7.45999e-004  6.12372e-004  5.03923e-004  4.12934e-004  3.23463e-004  2.23379e-004  1.59553e-004  1.34390e-004  1.21317e-004  1.12983e-004  1.08325e-004  1.07131e-004  1.09320e-004  1.14877e-004
  3.50000e-003 -1.31384e-004 -1.22981e-004 -1.18765e-004 -1.18780e-004 -1.23277e-004 -1.32959e-004 -1.49753e-004 -1.79721e-004 -2.35042e-004 -3.13956e-004 -3.99359e-004 -4.92659e-004 -6.02232e-004 -7.34925e-004 -9.04582e-004 -1.12438e-003 -1.35545e-003 -1.50950e-003 -1.41790e-003 -8.59117e-004 -8.52012e-008  8.58999e-004  1.41785e-003  1.50948e-003  1.35542e-003  1.12438e-003  9.04548e-004  7.34908e-004  6.02203e-004  4.92678e-004  3.99376e-004  3.13972e-004  2.35024e-004  1.79723e-004  1.49724e-004  1.32949e-004  1.23288e-004  1.18771e-004  1.18751e-004  1.22983e-004  1.31389e-004
  3.00000e-003 -1.45061e-004 -1.34443e-004 -1.28657e-004 -1.27825e-004 -1.32287e-004 -1.42917e-004 -1.61690e-004 -1.93018e-004 -2.43022e-004 -3.11685e-004 -3.92978e-004 -4.86587e-004 -5.96494e-004 -7.26751e-004 -8.82136e-004 -1.05966e-003 -1.22295e-003 -1.29346e-003 -1.14795e-003 -6.83065e-004 -4.86731e-009  6.83043e-004  1.14793e-003  1.29345e-003  1.22291e-003  1.05964e-003  8.82148e-004  7.26749e-004  5.96522e-004  4.86596e-004  3.92979e-004  3.11690e-004  2.43007e-004  1.93003e-004  1.61688e-004  1.42927e-004  1.32284e-004  1.27834e-004  1.28645e-004  1.34412e-004  1.45057e-004
  2.50000e-003 -1.56125e-004 -1.43746e-004 -1.36834e-004 -1.35409e-004 -1.39850e-004 -1.51073e-004 -1.70832e-004 -2.02296e-004 -2.49164e-004 -3.12604e-004 -3.90975e-004 -4.84267e-004 -5.94152e-004 -7.21879e-004 -8.66390e-004 -1.01682e-003 -1.13746e-003 -1.16023e-003 -9.94259e-004 -5.83259e-004 -2.81966e-008  5.83244e-004  9.94224e-004  1.16022e-003  1.13746e-003  1.01682e-003  8.66397e-004  7.21852e-004  5.94127e-004  4.84247e-004  3.90970e-004  3.12585e-004  2.49144e-004  2.02297e-004  1.70833e-004  1.51063e-004  1.39855e-004  1.35401e-004  1.36825e-004  1.43748e-004  1.56128e-004
  2.00000e-003 -1.64760e-004 -1.51131e-004 -1.43395e-004 -1.41544e-004 -1.45958e-004 -1.57500e-004 -1.77720e-004 -2.09016e-004 -2.54114e-004 -3.14765e-004 -3.91389e-004 -4.84296e-004 -5.94024e-004 -7.19812e-004 -8.56895e-004 -9.90136e-004 -1.08421e-003 -1.07929e-003 -9.04355e-004 -5.24350e-004 -1.17980e-008  5.24335e-004  9.04338e-004  1.07928e-003  1.08423e-003  9.90128e-004  8.56878e-004  7.19812e-004  5.94031e-004  4.84282e-004  3.91392e-004  3.14779e-004  2.54121e-004  2.08990e-004  1.77719e-004  1.57494e-004  1.45947e-004  1.41549e-004  1.43373e-004  1.51121e-004  1.64762e-004
  1.50000e-003 -1.71202e-004 -1.56674e-004 -1.48355e-004 -1.46245e-004 -1.50617e-004 -1.62338e-004 -1.82733e-004 -2.13820e-004 -2.58004e-004 -3.17270e-004 -3.92861e-004 -4.85538e-004 -5.95199e-004 -7.19708e-004 -8.52006e-004 -9.74562e-004 -1.05234e-003 -1.03090e-003 -8.51149e-004 -4.89044e-004  4.80646e-009  4.89039e-004  8.51140e-004  1.03088e-003  1.05233e-003  9.74564e-004  8.51997e-004  7.19699e-004  5.95192e-004  4.85531e-004  3.92876e-004  3.17249e-004  2.57998e-004  2.13824e-004  1.82729e-004  1.62313e-004  1.50613e-004  1.46227e-004  1.48377e-004  1.56667e-004  1.71178e-004
  1.00000e-003 -1.75592e-004 -1.60524e-004 -1.51870e-004 -1.49537e-004 -1.53898e-004 -1.65673e-004 -1.86159e-004 -2.17135e-004 -2.60828e-004 -3.19397e-004 -3.94505e-004 -4.87072e-004 -5.96746e-004 -7.20524e-004 -8.49967e-004 -9.66170e-004 -1.03420e-003 -1.00297e-003 -8.20301e-004 -4.68321e-004  1.30310e-009  4.68314e-004  8.20311e-004  1.00299e-003  1.03420e-003  9.66163e-004  8.49955e-004  7.20521e-004  5.96751e-004  4.87080e-004  3.94506e-004  3.19389e-004  2.60810e-004  2.17142e-004  1.86164e-004  1.65686e-004  1.53897e-004  1.49538e-004  1.51873e-004  1.60539e-004  1.75596e-004
  5.00000e-004 -1.78155e-004 -1.62809e-004 -1.53934e-004 -1.51502e-004 -1.55835e-004 -1.67653e-004 -1.88157e-004 -2.19075e-004 -2.62552e-004 -3.20800e-004 -3.95715e-004 -4.88275e-004 -5.97964e-004 -7.21390e-004 -8.49358e-004 -9.62197e-004 -1.02507e-003 -9.88617e-004 -8.04256e-004 -4.57424e-004  1.25641e-009  4.57422e-004  8.04267e-004  9.88619e-004  1.02506e-003  9.62199e-004  8.49355e-004  7.21402e-004  5.97967e-004  4.88258e-004  3.95714e-004  3.20805e-004  2.62548e-004  2.19079e-004  1.88169e-004  1.67652e-004  1.55840e-004  1.51504e-004  1.53934e-004  1.62800e-004  1.78153e-004
  0.00000e+000 -1.78995e-004 -1.63550e-004 -1.54615e-004 -1.52158e-004 -1.56485e-004 -1.68301e-004 -1.88825e-004 -2.19712e-004 -2.63117e-004 -3.21303e-004 -3.96140e-004 -4.88699e-004 -5.98437e-004 -7.21755e-004 -8.49262e-004 -9.61051e-004 -1.02230e-003 -9.84182e-004 -7.99284e-004 -4.54013e-004  0.00000e+000  4.54013e-004  7.99284e-004  9.84182e-004  1.02230e-003  9.61051e-004  8.49260e-004  7.21755e-004  5.98437e-004  4.88699e-004  3.96140e-004  3.21303e-004  2.63117e-004  2.19716e-004  1.88820e-004  1.68311e-004  1.56485e-004  1.52158e-004  1.54615e-004  1.63550e-004  1.78995e-004
 -5.00000e-004 -1.78153e-004 -1.62800e-004 -1.53934e-004 -1.51504e-004 -1.55840e-004 -1.67652e-004 -1.88170e-004 -2.19079e-004 -2.62547e-004 -3.20800e-004 -3.95711e-004 -4.88259e-004 -5.97967e-004 -7.21402e-004 -8.49355e-004 -9.62200e-004 -1.02506e-003 -9.88619e-004 -8.04267e-004 -4.57422e-004 -1.25636e-009  4.57424e-004  8.04256e-004  9.88617e-004  1.02507e-003  9.62197e-004  8.49358e-004  7.21390e-004  5.97964e-004  4.88275e-004  3.95716e-004  3.20801e-004  2.62552e-004  2.19075e-004  1.88153e-004  1.67649e-004  1.55840e-004  1.51502e-004  1.53934e-004  1.62809e-004  1.78155e-004
 -1.00000e-003 -1.75596e-004 -1.60534e-004 -1.51868e-004 -1.49537e-004 -1.53901e-004 -1.65686e-004 -1.86163e-004 -2.17142e-004 -2.60809e-004 -3.19393e-004 -3.94507e-004 -4.87080e-004 -5.96751e-004 -7.20521e-004 -8.49955e-004 -9.66163e-004 -1.03420e-003 -1.00299e-003 -8.20311e-004 -4.68314e-004 -1.30310e-009  4.68321e-004  8.20301e-004  1.00297e-003  1.03419e-003  9.66170e-004  8.49967e-004  7.20524e-004  5.96746e-004  4.87072e-004  3.94502e-004  3.19397e-004  2.60832e-004  2.17136e-004  1.86153e-004  1.65673e-004  1.53892e-004  1.49537e-004  1.51870e-004  1.60524e-004  1.75598e-004
